Point	Value
1400	1311.84504218
1571	0.0
1755	28.4707433973
1758	0.0
1845	0.0
1443	4.98827595664
1632	0.0
1628	0.0
1729	0.0
1814	0.0
1811	145.928252284
264	2.66318589925
187	1359.06571403
1897	0.0
206	0.0
1321	5.12739243781
858	0.0
412	0.0
491	0.0
506	0.0
723	0.0
760	0.0
1594	0.0
1854	0.0
1696	0.0
1894	0.0
1778	0.0
1475	0.0
935	0.0
1555	0.0
1732	0.0
268	0.0
1186	1389.08996425
1816	0.0
1741	0.0
1832	0.0
1693	0.0
1048	0.0
803	0.0
1535	0.0
1228	0.0
435	0.0
1762	0.0
1120	0.0
1736	0.0
730	0.0
1537	0.0
1602	5.95999730393
1442	0.0
776	106.791088922
1242	0.0
655	0.0
662	2.5
633	0.0
656	0.0
664	0.0
665	3.7272616529
668	0.0
670	0.0
671	0.0
672	0.0
1772	0.0
1617	0.0
789	0.0
1630	0.0
1863	0.0
1416	0.0
1720	0.0
1064	0.0
1369	0.0
608	0.0
1638	0.0
1010	0.0
951	0.0
1786	0.0
1860	0.0
1873	0.0
869	1331.89179896
1233	0.0
1562	0.0
1879	34.4246787267
1740	0.0
709	0.0
791	0.0
1240	0.0
1303	0.0
1862	1619.48992675
1204	0.0
945	0.0
1523	0.0
631	0.0
1300	0.0
1370	0.0
648	0.0
1773	0.0
936	0.0
1076	1276.86021109
1411	0.0
1327	0.0
1868	528.675002982
1898	0.0
1263	0.0
1311	0.0
1661	0.0
867	0.0
1025	0.0
786	0.0
1490	0.0
796	0.0
807	0.0
925	0.0
826	506.329492683
1199	0.0
1003	30.5853494548
829	0.0
827	0.0
1245	0.0
837	0.0
1552	55.7278875036
1606	0.0
845	0.0
1612	0.0
1893	0.0
918	0.0
1396	0.0
1422	0.0
968	0.0
972	0.0
1030	0.0
1166	0.0
1881	0.0
1061	0.0
1082	0.0
1087	0.0
1088	0.0
1089	0.0
1119	0.0
1203	0.0
1140	0.0
1155	0.0
1159	0.0
1723	0.0
1205	0.0
1259	0.0
1653	0.0
1694	0.0
1892	0.0
1429	3197.42695902
1677	0.0
1331	0.0
1333	0.0
1815	0.0
1405	0.0
1404	0.0
1572	2883.21347951
1439	0.0
1570	0.0
1888	0.0
1533	0.0
1584	0.0
1532	0.0
1726	0.0
1804	0.0
1586	0.0
1595	0.0
1569	0.0
1590	0.0
1596	0.0
1607	0.0
1614	0.0
1663	0.0
1704	0.0
1871	0.0
1658	0.0
1670	0.0
1672	0.0
1733	0.0
1780	0.0
1801	1544.2104786
1802	0.0
1844	0.0
1869	0.0
1874	0.0
1895	0.0
1896	0.0
1899	0.0
